Source;Destinations(443011199, 443010655, 0);(443011199, 443010655, 0)|44.869
(1176965208, 382400880, 1);(1176965208, 382400880, 1)|55.293
(443010672, 443010658, 0);(443010672, 443010658, 0)|28.587
(776385386, 776385359, 0);(776385386, 776385359, 0)|151.14
(2077282471, 2077282475, 0);(2077282471, 2077282475, 0)|20.764
(776385359, 776385374, 0);(776385359, 776385374, 0)|102.215
(3123452547L, 443010609, 0);(3123452547L, 443010609, 0)|84.439
(3123452551L, 3123452549L, 0);(3123452551L, 3123452549L, 0)|117.843
(3128272359L, 416828384, 0);(3128272359L, 416828384, 0)|46.445
(1181245124, 250067446, 0);(1181245124, 250067446, 0)|304.425
(1177083408, 3124506056L, 0);(1177083408, 3124506056L, 0)|118.156
(776385472, 1584888111, 0);(776385472, 1584888111, 0)|98.401
(776385575, 776385612, 0);(776385575, 776385612, 0)|158.865
(443010679, 443010629, 0);(443010679, 443010629, 0)|145.14
(1177083571, 1177083294, 0);(1177083571, 1177083294, 0)|3.505
(207720319, 3128683495L, 0);(207720319, 3128683495L, 0)|29.619
(443011201, 443010608, 0);(443011201, 443010608, 0)|100.651
(247123654, 4234360282L, 0);(247123654, 4234360282L, 0)|50.802
(2414810211L, 2414810214L, 0);(2414810211L, 2414810214L, 0)|104.086
(3128272359L, 3128272361L, 0);(3128272359L, 3128272361L, 0)|62.143
(443010679, 3124506039L, 0);(443010679, 3124506039L, 0)|20.58
(443010609, 443010666, 0);(443010609, 443010666, 0)|51.571
(420364970, 776479870, 0);(420364970, 776479870, 0)|240.337
(376797562, 376042110, 0);(376797562, 376042110, 0)|88.671
(443010607, 3124506057L, 0);(443010607, 3124506057L, 0)|51.026
(1181245124, 247123654, 0);(1181245124, 247123654, 0)|129.146
(416835600, 416835599, 0);(416835600, 416835599, 0)|5.85
(416835621, 416835609, 0);(416835621, 416835609, 0)|73.186
(1176965208, 489779228, 0);(1176965208, 489779228, 0)|35.541
(1181245196, 1181245124, 0);(1181245196, 1181245124, 0)|223.21
(416835621, 416835619, 0);(416835621, 416835619, 0)|100.531
(2414810214L, 2414810212L, 0);(2414810214L, 2414810212L, 0)|52.102
(416835629, 416835621, 0);(416835629, 416835621, 0)|60.597
(443011157, 443011224, 0);(443011157, 443011224, 0)|100.626
(416835613, 416835609, 0);(416835613, 416835609, 0)|99.245
(3124506056L, 1177083408, 0);(3124506056L, 1177083408, 0)|118.156
(443010655, 443010672, 0);(443010655, 443010672, 0)|88.904
(489779228, 382400880, 0);(489779228, 382400880, 0)|385.03
(2077284430, 2077284433, 0);(2077284430, 2077284433, 0)|21.398
(3123452563L, 443010617, 0);(3123452563L, 443010617, 0)|20.169
(3123452543L, 3123452547L, 0);(3123452543L, 3123452547L, 0)|97.773
(1584882211, 416835596, 0);(1584882211, 416835596, 0)|115.864
(1177083294, 1177083408, 0);(1177083294, 1177083408, 0)|70.175
(277830763, 4238478761L, 0);(277830763, 4238478761L, 0)|186.526
(776385575, 443013027, 0);(776385575, 443013027, 0)|98.255
(1177083408, 3124506057L, 0);(1177083408, 3124506057L, 0)|20.644
(416835531, 416835403, 0);(416835531, 416835403, 0)|189.987
(416828384, 207720401, 0);(416828384, 207720401, 0)|122.992
(980003855, 2414810210L, 0);(980003855, 2414810210L, 0)|17.087
(376042110, 376797562, 0);(376042110, 376797562, 0)|88.671
(416835335, 1177083494, 0);(416835335, 1177083494, 0)|184.468
(207720399, 1120362122, 0);(207720399, 1120362122, 0)|41.796
(4234360282L, 247123654, 0);(4234360282L, 247123654, 0)|50.802
(3123452541L, 443011201, 0);(3123452541L, 443011201, 0)|107.527
(416835599, 2414810212L, 0);(416835599, 2414810212L, 0)|97.052
(3124506072L, 295603581, 0);(3124506072L, 295603581, 0)|132.186
(443011225, 443011159, 0);(443011225, 443011159, 0)|61.292
(1176965208, 382400880, 0);(1176965208, 382400880, 0)|19.54
(1584888095, 776385447, 0);(1584888095, 776385447, 0)|22.873
(416835543, 2414810211L, 0);(416835543, 2414810211L, 0)|64.815
(416835286, 416835292, 0);(416835286, 416835292, 0)|80.66
(1754945787, 247125315, 0);(1754945787, 247125315, 0)|22.206
(247036680, 207720293, 0);(247036680, 207720293, 0)|110.335
(2414810214L, 2414810213L, 0);(2414810214L, 2414810213L, 0)|11.481
(2414810212L, 2414810214L, 0);(2414810212L, 2414810214L, 0)|52.102
(3128759978L, 3128759980L, 0);(3128759978L, 3128759980L, 0)|80.037
(4234360282L, 2704123977L, 0);(4234360282L, 2704123977L, 0)|6.293
(489779228, 1176965208, 0);(489779228, 1176965208, 0)|35.541
(247123638, 416835262, 0);(247123638, 416835262, 0)|6.82
(5497320569L, 5497320567L, 0);(5497320569L, 5497320567L, 0)|92.356
(416835516, 416835524, 0);(416835516, 416835524, 0)|120.922
(776479896, 1120362093, 0);(776479896, 1120362093, 0)|122.92
(207719022, 1958655723, 0);(207719022, 1958655723, 0)|236.86
(207720401, 416835262, 0);(207720401, 416835262, 0)|92.738
(416835629, 416835632, 0);(416835629, 416835632, 0)|60.202
(416835283, 416828391, 0);(416835283, 416828391, 0)|82.559
(443011201, 3123452543L, 0);(443011201, 3123452543L, 0)|63.422
(2414810226L, 2465053429L, 0);(2414810226L, 2465053429L, 0)|87.588
(1177083294, 1177083571, 0);(1177083294, 1177083571, 0)|3.505
(1584888111, 1584888112, 0);(1584888111, 1584888112, 0)|69.782
(409744560, 443010608, 0);(409744560, 443010608, 0)|60.674
(443011224, 443011157, 0);(443011224, 443011157, 0)|100.626
(1584882229, 416835335, 0);(1584882229, 416835335, 0)|85.974
(3123452562L, 3123452564L, 0);(3123452562L, 3123452564L, 0)|22.027
(443011173, 443011210, 0);(443011173, 443011210, 0)|99.66
(207720401, 207720399, 0);(207720401, 207720399, 0)|66.888
(416835367, 416828382, 0);(416835367, 416828382, 0)|164.0
(443011202, 443010676, 0);(443011202, 443010676, 0)|21.816
(1584882230, 1584882229, 0);(1584882230, 1584882229, 0)|119.942
(3123452568L, 3123452569L, 0);(3123452568L, 3123452569L, 0)|43.551
(3128272361L, 3128272359L, 0);(3128272361L, 3128272359L, 0)|62.143
(443010608, 443011201, 0);(443010608, 443011201, 0)|100.651
(1135833429, 1135834226, 0);(1135833429, 1135834226, 0)|38.886
(1177083571, 4944457310L, 0);(1177083571, 4944457310L, 0)|165.615
(776385575, 1973825598, 0);(776385575, 1973825598, 0)|161.875
(1177083389, 1177083445, 0);(1177083389, 1177083445, 0)|366.901
(1181245124, 1181245196, 0);(1181245124, 1181245196, 0)|223.21
(247036681, 247036680, 0);(247036681, 247036680, 0)|56.129
(776385467, 776385472, 0);(776385467, 776385472, 0)|58.424
(409744560, 3123452541L, 0);(409744560, 3123452541L, 0)|370.634
(443010607, 443010666, 0);(443010607, 443010666, 0)|115.993
(416835619, 416835621, 0);(416835619, 416835621, 0)|100.531
(416835262, 247123638, 0);(416835262, 247123638, 0)|6.82
(1177083445, 1177083484, 0);(1177083445, 1177083484, 0)|25.229
(416835473, 416835410, 0);(416835473, 416835410, 0)|111.601
(443010655, 443011199, 0);(443010655, 443011199, 0)|44.869
(247124765, 247124612, 0);(247124765, 247124612, 0)|24.811
(1176877847, 3971345418L, 0);(1176877847, 3971345418L, 0)|110.616
(443010613, 443010622, 0);(443010613, 443010622, 0)|146.818
(416835473, 416835516, 0);(416835473, 416835516, 0)|480.505
(1973825598, 776385575, 0);(1973825598, 776385575, 0)|161.875
(416828391, 980003855, 0);(416828391, 980003855, 0)|74.563
(1958655720, 1958655723, 0);(1958655720, 1958655723, 0)|31.944
(3124506067L, 295604178, 0);(3124506067L, 295604178, 0)|30.474
(776385467, 1584888145, 0);(776385467, 1584888145, 0)|23.344
(1584888061, 776385431, 0);(1584888061, 776385431, 0)|179.783
(1837296327, 1837296346, 0);(1837296327, 1837296346, 0)|130.459
(381116668, 381116687, 0);(381116668, 381116687, 0)|18.866
(3123452557L, 3123452549L, 0);(3123452557L, 3123452549L, 0)|35.433
(2465053433L, 2414810226L, 0);(2465053433L, 2414810226L, 0)|57.844
(381116720, 381116668, 0);(381116720, 381116668, 0)|136.414
(1120361980, 980003099, 0);(1120361980, 980003099, 0)|27.399
(1772755919, 1827533334, 0);(1772755919, 1827533334, 0)|201.403
(416835600, 416835609, 0);(416835600, 416835609, 0)|173.487
(443011191, 443010612, 0);(443011191, 443010612, 0)|96.348
(207720319, 5557745361L, 0);(207720319, 5557745361L, 0)|10.421
(776385472, 776385467, 0);(776385472, 776385467, 0)|58.424
(776385500, 776385497, 0);(776385500, 776385497, 0)|7.428
(443010608, 443010663, 0);(443010608, 443010663, 0)|53.366
(2704123977L, 2704142910L, 0);(2704123977L, 2704142910L, 0)|16.401
(247123624, 207721214, 0);(247123624, 207721214, 0)|11.051
(443010626, 443011211, 0);(443010626, 443011211, 0)|101.994
(1135834064, 1135833899, 0);(1135834064, 1135833899, 0)|143.871
(376797562, 376797575, 0);(376797562, 376797575, 0)|25.808
(416835609, 416835621, 0);(416835609, 416835621, 0)|73.186
(3123452545L, 443010609, 0);(3123452545L, 443010609, 0)|52.195
(416828383, 207720293, 0);(416828383, 207720293, 0)|193.463
(3123452563L, 3123452564L, 0);(3123452563L, 3123452564L, 0)|15.942
(416835292, 416835516, 0);(416835292, 416835516, 0)|73.841
(207720293, 247036680, 0);(207720293, 247036680, 0)|110.335
(1584882230, 416835473, 0);(1584882230, 416835473, 0)|444.455
(2422521542L, 247123624, 0);(2422521542L, 247123624, 0)|13.742
(1584888145, 1584888059, 0);(1584888145, 1584888059, 0)|9.771
(250067446, 295604178, 0);(250067446, 295604178, 0)|31.982
(4944457310L, 4944457312L, 0);(4944457310L, 4944457312L, 0)|109.695
(416835629, 416835261, 0);(416835629, 416835261, 0)|49.51
(3123452549L, 3123452551L, 0);(3123452549L, 3123452551L, 0)|117.843
(1584888122, 416835508, 0);(1584888122, 416835508, 0)|150.436
(2704123977L, 4234360282L, 0);(2704123977L, 4234360282L, 0)|6.293
(1120362099, 1120362093, 0);(1120362099, 1120362093, 0)|507.739
(3128759978L, 416835619, 0);(3128759978L, 416835619, 0)|9.905
(443011205, 443011199, 0);(443011205, 443011199, 0)|82.269
(1958655723, 207719022, 0);(1958655723, 207719022, 0)|236.86
(1837296346, 1837296327, 0);(1837296346, 1837296327, 0)|130.459
(443010609, 443010608, 0);(443010609, 443010608, 0)|41.524
(376042110, 486151016, 0);(376042110, 486151016, 0)|206.577
(416835292, 1584888061, 0);(416835292, 1584888061, 0)|32.806
(443011201, 3123452541L, 0);(443011201, 3123452541L, 0)|107.527
(1958655720, 207719061, 0);(1958655720, 207719061, 0)|28.223
(2704142899L, 3552557981L, 0);(2704142899L, 3552557981L, 0)|26.665
(420364977, 277830767, 0);(420364977, 277830767, 0)|138.189
(416835548, 416828391, 0);(416835548, 416828391, 0)|79.544
(443011224, 443011225, 0);(443011224, 443011225, 0)|19.501
(1584888111, 776385472, 0);(1584888111, 776385472, 0)|111.055
(2704142905L, 2704123977L, 0);(2704142905L, 2704123977L, 0)|96.613
(1135833929, 207720619, 0);(1135833929, 207720619, 0)|10.127
(1589959558, 1589959498, 0);(1589959558, 1589959498, 0)|11.107
(443011205, 443011202, 0);(443011205, 443011202, 0)|68.237
(3124506039L, 3123452557L, 0);(3124506039L, 3123452557L, 0)|31.38
(4944457310L, 1177083571, 0);(4944457310L, 1177083571, 0)|165.615
(295603581, 3124506072L, 0);(295603581, 3124506072L, 0)|132.186
(1177083571, 1177083389, 0);(1177083571, 1177083389, 0)|214.117
(443011156, 443011191, 0);(443011156, 443011191, 0)|22.251
(1120361975, 1120362099, 0);(1120361975, 1120362099, 0)|43.661
(5532300128L, 376797681, 0);(5532300128L, 376797681, 0)|27.053
(5557745361L, 207720319, 0);(5557745361L, 207720319, 0)|10.421
