(416835367, 416828382, 0);(268440195, 268440181, 0)|8232.586
(416835403, 416835531, 0);(268440195, 268440181, 0)|8058.671
(416835403, 416835543, 0);(268440195, 268440181, 0)|8137.791
(416835403, 416835407, 0);(268440195, 268440181, 0)|7678.697
(416835407, 416835410, 0);(268440195, 268440181, 0)|7634.643
(416835410, 416835473, 0);(268440195, 268440181, 0)|7831.363
(416835410, 207606356, 0);(268440195, 268440181, 0)|7608.161
(207720293, 247036680, 0);(268440195, 268440181, 0)|8432.109
(416828391, 980003855, 0);(268440195, 268440181, 0)|7990.522
(416828391, 416835283, 0);(268440195, 268440181, 0)|8155.64
(416828391, 416828383, 0);(268440195, 268440181, 0)|8087.914
(3123452562, 3123452564, 0);(268440195, 268440181, 0)|7381.003
(207720319, 5557745361, 0);(268440195, 268440181, 0)|8073.837
(207720319, 3128683495, 0);(268440195, 268440181, 0)|8133.075
(416835473, 416835410, 0);(268440195, 268440181, 0)|7719.762
(416835473, 416835516, 0);(268440195, 268440181, 0)|8562.074
(416835473, 1584882230, 0);(268440195, 268440181, 0)|8293.198
(443013027, 776385575, 0);(268440195, 268440181, 0)|8169.269
(443013027, 443013029, 0);(268440195, 268440181, 0)|8367.907
(443013027, 1584888061, 0);(268440195, 268440181, 0)|8304.123
(443013029, 443013027, 0);(268440195, 268440181, 0)|8268.588
(416835508, 416835292, 0);(268440195, 268440181, 0)|8313.408
(416835508, 776385431, 0);(268440195, 268440181, 0)|8327.008
(416835516, 416835524, 0);(268440195, 268440181, 0)|8081.569
(416835516, 416835292, 0);(268440195, 268440181, 0)|8229.251
(416835524, 416835530, 0);(268440195, 268440181, 0)|7960.647
(416835524, 416835516, 0);(268440195, 268440181, 0)|8233.789
(416835524, 416835516, 1);(268440195, 268440181, 0)|8202.491
(416835530, 2016677049, 0);(268440195, 268440181, 0)|8370.846
(416835530, 416835531, 0);(268440195, 268440181, 0)|7893.634
(416835530, 416835524, 0);(268440195, 268440181, 0)|8027.66
(416835531, 416835530, 0);(268440195, 268440181, 0)|7918.584
(416835531, 416835403, 0);(268440195, 268440181, 0)|7868.684
(416835531, 416835591, 0);(268440195, 268440181, 0)|7903.721
(207720398, 5559249624, 0);(268440195, 268440181, 0)|7758.555
(207720398, 1120362122, 0);(268440195, 268440181, 0)|7719.224
(207720399, 5559249624, 0);(268440195, 268440181, 0)|7769.616
(207720399, 207720401, 0);(268440195, 268440181, 0)|7865.208
(207720399, 1120362122, 0);(268440195, 268440181, 0)|7731.432
(207720401, 416828384, 0);(268440195, 268440181, 0)|8044.304
(207720401, 416835262, 0);(268440195, 268440181, 0)|7983.796
(207720401, 207720399, 0);(268440195, 268440181, 0)|7798.32
(295604178, 5532300141, 0);(268440195, 268440181, 0)|6249.238
(416835543, 2414810211, 0);(268440195, 268440181, 0)|8027.479
(416835548, 416835624, 0);(268440195, 268440181, 0)|8108.516
(416835548, 416828391, 0);(268440195, 268440181, 0)|8070.066
(381075429, 381116720, 0);(268440195, 268440181, 0)|6789.197
(381075432, 420364970, 0);(268440195, 268440181, 0)|7046.45
